PF_PJ	CD_PARTIC	CNPJ	DT_REG	LOGRADOURO	COMPL	DS_PARTIC	DT_CONST	BAIRRO	CEP	OFICIO_REG	REG_CART_TITULO	MUN	VL_PATRIM_LIQ	UF	DDD	DT_PATRIM_LIQ	TEL	CONTROLE_ACIONARIO	ADM	FAX	CNPJ_ADM	DT_CANC	SIT	DT_INI_SIT	OFICIO_CANC	DENOM_SOCIAL	MOTIVO_CANC	EMAIL_ADM	DENOM_COMERC	DIRETOR
PJ	67	27538293000111	23/06/2017 15:26:00	RUA RAMOS BATISTA 152	1º E 2º ANDARES	FDOS DE INVESTIMENTO IMOBILIÁRIO	28/03/2017	VILA OLIMPIA	4552000			SÃO PAULO		SP	11		31985151		INTRADER DTVM LTDA		15489568000195		FASE PRÉ-OPERACIONAL	23/06/2017		FUNDO DE INVESTIMENTO IMOBILIARIO BELA VISTA		compliance@intrader.com.br		
PJ	67	15461076000191	18/12/2012 14:55:00	PRAÇA PIO X	55 - 11º ANDAR	FDOS DE INVESTIMENTO IMOBILIÁRIO	19/04/2012	CENTRO	20040020		1049015	RIO DE JANEIRO	158543234.21	RJ	21	30/04/2019	21422100		ELITE CCVM LTDA	22537044	28048783000100		EM FUNCIONAMENTO NORMAL	18/12/2012		FUNDO DE INVESTIMENTO IMOBILIÁRIO BR HOTÉIS		atendimento@eliteinvestimentos.com.br	FII BR HOTÉIS - FII	
PJ	67	26846134000111	13/01/2017 17:02:00	AV. BRIG. FARIA LIMA, 2277	CJ 202	FDOS DE INVESTIMENTO IMOBILIÁRIO	28/11/2016	JARDIM PAULISTANO	1452000			SÃO PAULO	21110.17	SP	011	30/04/2019	30307177		VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.	30307177	22610500000188		EM FUNCIONAMENTO NORMAL	07/08/2018		FUNDO DE INVESTIMENTO IMOBILIÁRIO BRASIL LAND		FS@VORTX.COM.BR	FII MOOCA	
PJ	67	21126204000143	27/10/2014 10:17:00	AV. CHEDID JAFET, 222	BLOCO B - 3º ANDAR	FDOS DE INVESTIMENTO IMOBILIÁRIO	19/09/2014	VILA OLÍMPIA	4551065		5255651	SÃO PAULO	693037355.88	SP	11	30/04/2019	35096600		RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA	35096699	72600026000181		EM FUNCIONAMENTO NORMAL	27/10/2014		FUNDO DE INVESTIMENTO IMOBILIÁRIO BRASIL VAREJO		correspondencia@riobravo.com.br	FUNDO BRASIL VAREJO	
PJ	67	13083342000164	17/02/2011 16:47:00			FDOS DE INVESTIMENTO IMOBILIÁRIO					1006584		0.00			31/05/2015						29/08/2014	CANCELADA	29/08/2014		FUNDO DE INVESTIMENTO IMOBILIÁRIO BÚSSOLA - FII	CANCELAMENTO A PEDIDO		FII BÚSSOLA	
PJ	67	10991914000115	22/02/2010 14:21:00	SETOR BANCÁRIO SUL QD 4 BL A	LOTES 3 E 4	FDOS DE INVESTIMENTO IMOBILIÁRIO		ASA SUL	70070140		895388 2RTD-BRASILIA	BRASÍLIA	144486770.34	DF	11	30/04/2019	35724420		CAIXA ECONOMICA FEDERAL	31504800	360305000104		EM FUNCIONAMENTO NORMAL	22/02/2010		FUNDO DE INVESTIMENTO IMOBILIARIO CAIXA CEDAE		viart@caixa.gov.br	FII CAIXA CEDAE	
PJ	67	22211522000175	12/05/2015 11:49:00	SETOR BANCÁRIO SUL QD 4 BL A	LOTES 3 E 4	FDOS DE INVESTIMENTO IMOBILIÁRIO	01/04/2015	ASA SUL	70070140		0003044539	BRASÍLIA	202590702.65	DF	11	30/04/2019	35724420		CAIXA ECONOMICA FEDERAL	31504800	360305000104		EM FUNCIONAMENTO NORMAL	12/05/2015		FUNDO DE INVESTIMENTO IMOBILIARIO CAIXA CONVIDA SUAPE - FII		viart@caixa.gov.br	FII CAIXA CONVIDA SUAPE	
PJ	67	13020465000156	17/02/2011 12:17:00	SETOR BANCÁRIO SUL QD 4 BL A	LOTES 3 E 4	FDOS DE INVESTIMENTO IMOBILIÁRIO		ASA SUL	70070140		998467 2°RTD Brasila	BRASÍLIA	252844155.90	DF	11	30/04/2019	35724420		CAIXA ECONOMICA FEDERAL	31504800	360305000104		EM FUNCIONAMENTO NORMAL	17/02/2011		FUNDO DE INVESTIMENTO IMOBILIARIO CAIXA DESENVOLVIMENTO IMOBILIARIO		viart@caixa.gov.br	FII CAIXA DESENVOLVIMENTO IMOBILIARIO	
PJ	67	12969125000103	07/12/2010 18:09:00	SETOR BANCÁRIO SUL QD 4 BL A	LOTES 3 E 4	FDOS DE INVESTIMENTO IMOBILIÁRIO		ASA SUL	70070140		994835 2RTD-Brasilia	BRASÍLIA	543589819.48	DF	11	30/04/2019	35724420		CAIXA ECONOMICA FEDERAL	31504800	360305000104		EM FUNCIONAMENTO NORMAL	07/12/2010		FUNDO DE INVESTIMENTO IMOBILIARIO CAIXA INCORPORACAO		viart@caixa.gov.br	FII CAIXA INCORPORACAO	
PJ	67	12887506000143	29/11/2011 16:39:00	SETOR BANCÁRIO SUL QD 4 BL A	LOTES 3 E 4	FDOS DE INVESTIMENTO IMOBILIÁRIO		ASA SUL	70070140		1018778	BRASÍLIA	37851730.28	DF	11	30/04/2019	35724420		CAIXA ECONOMICA FEDERAL	31504800	360305000104		EM FUNCIONAMENTO NORMAL	29/11/2011		FUNDO DE INVESTIMENTO IMOBILIARIO CAIXA TRX LOGISTICA RENDA		viart@caixa.gov.br	FII CAIXA TRX LOGISTICA RENDA	
PJ	67	27538324000134	05/06/2017 16:48:00	RUA RAMOS BATISTA 152	1º E 2º ANDARES	FDOS DE INVESTIMENTO IMOBILIÁRIO	28/03/2017	VILA OLIMPIA	4552000			SÃO PAULO		SP	11		31985151		INTRADER DTVM LTDA		15489568000195		FASE PRÉ-OPERACIONAL	05/06/2017		FUNDO DE INVESTIMENTO IMOBILIÁRIO CAMPO BELO		compliance@intrader.com.br		
PJ	67	30492505000181	23/05/2018 19:07:00	AV. DAS NAÇÕES UNIDAS,  11857	11º ANDAR- CJ. 111	FDOS DE INVESTIMENTO IMOBILIÁRIO	10/05/2018	BROOKLIN PAULISTA	4578908			SÃO PAULO	84148680.75	SP	11	30/04/2019	55083500		BR-CAPITAL DTVM S.A.	55064033	44077014000189		EM FUNCIONAMENTO NORMAL	11/06/2018		FUNDO DE INVESTIMENTO IMOBILIÁRIO CDURP		brcapital@brcapital.com.br		
PJ	67	762723000128	07/07/1995 09:34:00	AV. CHEDID JAFET, 222	BLOCO B - 3º ANDAR	FDOS DE INVESTIMENTO IMOBILIÁRIO		VILA OLÍMPIA	4551065			SÃO PAULO	123193353.08	SP	11	30/04/2019	35096600		RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA	35096699	72600026000181		EM FUNCIONAMENTO NORMAL	11/03/1998		FUNDO DE INVESTIMENTO IMOBILIÁRIO CENTRO TEXTIL INTERNACIONAL		correspondencia@riobravo.com.br	CENTRO TEXTIL	
PJ	67	23582914000103	19/11/2015 13:13:00	PRAIA DE BOTAFOGO, 501	6 ANDAR	FDOS DE INVESTIMENTO IMOBILIÁRIO	20/10/2015	BOTAFOGO	22250040		1117218	RIO DE JANEIRO	85292724.42	RJ	21	30/04/2019	32629600		BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM	33832000	59281253000123		EM FUNCIONAMENTO NORMAL	21/01/2016		FUNDO DE INVESTIMENTO IMOBILIÁRIO CJ - FII		ol-reguladores@btgpactual.com	FII CJ - FII	
PJ	67	27368863000172	21/12/2017 00:00:00	AV. BRIG. FARIA LIMA, 3900	10º ANDAR	FDOS DE INVESTIMENTO IMOBILIÁRIO	15/03/2017	ITAIM BIBI	4538132			SÃO PAULO	195883401.80	SP	11	30/04/2019	21722600		PLANNER CORRETORA DE VALORES SA	30787264	806535000154		EM FUNCIONAMENTO NORMAL	21/12/2017		FUNDO DE INVESTIMENTO IMOBILIÁRIO COLATERAL		corporativo@plannercorretora.com.br	TORCELLO FI MULT	
PJ	67	12927767000140	06/04/2011 16:52:00	SETOR BANCÁRIO SUL QD 4 BL A	LOTES 3 E 4	FDOS DE INVESTIMENTO IMOBILIÁRIO		ASA SUL	70070140		995987-2RTD-BRASILIA	BRASÍLIA	246911532.24	DF	11	30/04/2019	35724420		CAIXA ECONOMICA FEDERAL	31504800	360305000104		EM FUNCIONAMENTO NORMAL	06/04/2011		FUNDO DE INVESTIMENTO IMOBILIÁRIO DA REGIÃO DO PORTO		viart@caixa.gov.br	FII DA REGIÃO DO PORTO	
PJ	67	13598226000188	03/01/2019 18:59:00	AV. BRIGADEIRO FARIA LIMA 1355	1,2,3,5 E 15º ANDS	FDOS DE INVESTIMENTO IMOBILIÁRIO	18/04/2011	JARDIM PAULISTANO	1452919			SÃO PAULO	10012476.14	SP	11	30/04/2019	32992001		SOCOPA SOCIEDADE CORRETORA PAULISTA SA		62285390000140		EM FUNCIONAMENTO NORMAL	18/04/2019		FUNDO DE INVESTIMENTO IMOBILIÁRIO DO ESTADO DE SÃO PAULO		rui.fernandes@bancopaulista.com.br		
PJ	67	24751211000124	23/05/2017 12:24:00	RUA RAMOS BATISTA 152	1º E 2º ANDARES	FDOS DE INVESTIMENTO IMOBILIÁRIO	14/04/2016	VILA OLIMPIA	4552000			SÃO PAULO		SP	11		31985151		INTRADER DTVM LTDA		15489568000195		FASE PRÉ-OPERACIONAL	23/05/2017		FUNDO DE INVESTIMENTO IMOBILIARIO ECO 3		compliance@intrader.com.br		
PJ	67	18730914000173	26/12/2017 00:00:00	AV. BRIG. FARIA LIMA, 3900	10º ANDAR	FDOS DE INVESTIMENTO IMOBILIÁRIO	26/08/2013	ITAIM BIBI	4538132			SÃO PAULO	89281196.21	SP	11	30/04/2019	21722600		PLANNER CORRETORA DE VALORES SA	30787264	806535000154		EM FUNCIONAMENTO NORMAL	26/12/2017		FUNDO DE INVESTIMENTO IMOBILIÁRIO EXCLUSIVO INFRA PATRIMONIAL II		corporativo@plannercorretora.com.br	FIM EXCLUSIVO INFRA PATRIMONIAL II	
PJ	67	8417532000130	06/11/2006 16:14:00	AV. CHEDID JAFET, 222	BLOCO B - 3º ANDAR	FDOS DE INVESTIMENTO IMOBILIÁRIO		VILA OLÍMPIA	4551065			SÃO PAULO	188838503.85	SP	11	30/04/2019	35096600		RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA	35096699	72600026000181		EM FUNCIONAMENTO NORMAL	06/11/2006		FUNDO DE INVESTIMENTO IMOBILIÁRIO FCM		correspondencia@riobravo.com.br	FII FCM	
PJ	67	30091408000187	11/04/2018 16:37:00	RUA IGUATEMI, 151	19º ANDAR	FDOS DE INVESTIMENTO IMOBILIÁRIO	15/03/2018	ITAIM BIBI	1451011			SÃO PAULO		SP	11		31330350		BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.	31330360	13486793000142		FASE PRÉ-OPERACIONAL	11/04/2018		FUNDO DE INVESTIMENTO IMOBILIARIO FII UBS (BR) FUNDOS IMOBILIARIOS		JURIDICO.FUNDOS@BRLTRUST.COM.BR		
PJ	67	19239245000102	04/09/2014 15:10:00	PRAIA DE BOTAFOGO, 228/907		FDOS DE INVESTIMENTO IMOBILIÁRIO	04/11/2013	BOTAFOGO	22250040			RIO DE JANEIRO	597650620.19	RJ	21	30/04/2019	39233000		BRASIL PLURAL S.A. BANCO MULTIPLO	39233001	45246410000155		EM FUNCIONAMENTO NORMAL	04/09/2014		FUNDO DE INVESTIMENTO IMOBILIÁRIO FL 3.500 I - FII		ol-processos@brasilplural.com	FII FL 3.500 I	
PJ	67	31373412000109	17/09/2018 12:07:00	RUA TABAPUÃ, 888	1º ANDAR CONJ. 18	FDOS DE INVESTIMENTO IMOBILIÁRIO	13/07/2018	ITAIM BIBI	4533003			SÃO PAULO		SP	11		31130069		FOCO DTVM LTDA.	31130069	329598000167		FASE PRÉ-OPERACIONAL	17/09/2018		FUNDO DE INVESTIMENTO IMOBILIÁRIO FOCO II		juridico@focodtvm.com.br		
PJ	67	13342919000105	26/07/2012 15:01:00			FDOS DE INVESTIMENTO IMOBILIÁRIO	06/01/2011				517293		0.00			31/08/2016						17/12/2014	CANCELADA	17/12/2014		FUNDO DE INVESTIMENTO IMOBILIÁRIO FORTIORI - FII	CANCELAMENTO A PEDIDO		FII FORTIORI - FII	
PJ	67	27782823000172	10/07/2017 11:11:00	AV JUSCELINO KUBITSCHEK  1909	19 ANDAR	FDOS DE INVESTIMENTO IMOBILIÁRIO	28/06/2017	VILA NOVA CONCEIÇÃO	4543907			SÃO PAULO	0.00	SP	11	31/12/2017	33728300		GRADUAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.	33728386	33918160000173	29/12/2017	CANCELADA	29/12/2017		FUNDO DE INVESTIMENTO IMOBILIÁRIO FRATRES II	Deliberação da Assembléia de Cotistas	liquidante@gradualinvestimentos.com.br		
PJ	67	17007528000195	04/05/2016 10:42:00	AV. DAS AMERICAS, 3434	BL 07, GR. 201	FDOS DE INVESTIMENTO IMOBILIÁRIO	18/09/2012	BARRA DA TIJUCA	22640102			RIO DE JANEIRO	46145525.89	RJ	21	30/04/2019	35140000		OLIVEIRA TRUST DTVM S.A.	35140099	36113876000191		EM FUNCIONAMENTO NORMAL	04/07/2016		FUNDO DE INVESTIMENTO IMOBILIARIO GENERAL SEVERIANO		juridico@oliveiratrust.com.br	FII GENERAL SEVERIANO	
PJ	67	17590518000125	26/06/2013 09:36:00	AV. BRIGADEIRO FARIA LIMA 1355	1,2,3,5 E 15º ANDS	FDOS DE INVESTIMENTO IMOBILIÁRIO	04/02/2013	JARDIM PAULISTANO	1452919			SÃO PAULO	248133467.92	SP	11	30/04/2019	32992001		SOCOPA SOCIEDADE CORRETORA PAULISTA SA		62285390000140		EM FUNCIONAMENTO NORMAL	26/06/2013		FUNDO DE INVESTIMENTO IMOBILIÁRIO GENERAL SHOPPING ATIVO E RENDA - FII		rui.fernandes@bancopaulista.com.br	FII GENERAL SHOPPING ATIVO E RENDA - FII	
PJ	67	30178506000156	14/02/2019 18:59:00	RUA RAMOS BATISTA 152	1º E 2º ANDARES	FDOS DE INVESTIMENTO IMOBILIÁRIO	29/12/2017	VILA OLIMPIA	4552000			SÃO PAULO		SP	11		31985151		INTRADER DTVM LTDA		15489568000195		FASE PRÉ-OPERACIONAL	14/02/2019		FUNDO DE INVESTIMENTO IMOBILIARIO GENIPABU		compliance@intrader.com.br		
PJ	67	27538303000119	05/06/2017 17:24:00	RUA RAMOS BATISTA 152	1º E 2º ANDARES	FDOS DE INVESTIMENTO IMOBILIÁRIO	28/03/2017	VILA OLIMPIA	4552000			SÃO PAULO		SP	11		31985151		INTRADER DTVM LTDA		15489568000195		FASE PRÉ-OPERACIONAL	05/06/2017		FUNDO DE INVESTIMENTO IMOBILIÁRIO GRAJAÚ		compliance@intrader.com.br		
PJ	67	1201140000190	27/02/1996 09:34:00	AV. CHEDID JAFET, 222	BLOCO B - 3º ANDAR	FDOS DE INVESTIMENTO IMOBILIÁRIO		VILA OLÍMPIA	4551065			SÃO PAULO	905535642.70	SP	11	30/04/2019	35096600		RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA	35096699	72600026000181		EM FUNCIONAMENTO NORMAL	11/03/1998		FUNDO DE INVESTIMENTO IMOBILIÁRIO GRAND PLAZA SHOPPING		correspondencia@riobravo.com.br	GRAND PLAZA SHOPPING	
PJ	67	17489157000125	27/03/2013 12:08:00	AV PAULISTA, 1842	TN - CJ 17	FDOS DE INVESTIMENTO IMOBILIÁRIO	15/02/2013	BELA VISTA	1310923		1837338	SÃO PAULO	0.00	SP	11	31/07/2017	35269001		FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.	35269001	3317692000194	28/12/2016	CANCELADA	28/12/2016		FUNDO DE INVESTIMENTO IMOBILIARIO GRE PREMIUM PROPERTIES		compliance@finaxis.com.br	FUNDO DE INVESTIMENTO IMOBILIARIO GRE PREMIUM PROPERTIES	
PJ	67	23740527000158	14/12/2016 11:48:00	AV. DAS NAÇÕES UNIDAS, 14.171	TORRE A  11º ANDAR	FDOS DE INVESTIMENTO IMOBILIÁRIO	05/11/2015	VILA GERTRUDES	4794000			SÃO PAULO	1233797851.43	SP	11	30/04/2019	51715003		VOTORANTIM ASSET MANAGEMENT DTVM LTDA.	51715057	3384738000198		EM FUNCIONAMENTO NORMAL	13/07/2017		FUNDO DE INVESTIMENTO IMOBILIÁRIO GREEN TOWERS		vam-cvm@vam.com.br	FII VOTORANTIM PATRIMONIAL XI	
PJ	67	27537787000181	05/06/2017 17:45:00	RUA RAMOS BATISTA 152	1º E 2º ANDARES	FDOS DE INVESTIMENTO IMOBILIÁRIO	28/03/2017	VILA OLIMPIA	4552000			SÃO PAULO		SP	11		31985151		INTRADER DTVM LTDA		15489568000195		FASE PRÉ-OPERACIONAL	05/06/2017		FUNDO DE INVESTIMENTO IMOBILIARIO GUAIANASES		compliance@intrader.com.br		
PJ	67	30578275000178	30/07/2018 19:56:00	AV. BRIG. FARIA LIMA, 2277	CJ 202	FDOS DE INVESTIMENTO IMOBILIÁRIO	05/07/2018	JARDIM PAULISTANO	1452000			SÃO PAULO	64994700.14	SP	011	30/04/2019	30307177		VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.	30307177	22610500000188		EM FUNCIONAMENTO NORMAL	15/08/2018		FUNDO DE INVESTIMENTO IMOBILIÁRIO GV BLUE CHIP		FS@VORTX.COM.BR		
PJ	67	22307030000188	10/07/2015 11:19:00	RUA IGUATEMI, 151	19º ANDAR	FDOS DE INVESTIMENTO IMOBILIÁRIO	18/06/2015	ITAIM BIBI	1451011			SÃO PAULO	0.00	SP	11	28/02/2018	31330350		BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.	31330360	13486793000142	23/01/2017	CANCELADA	23/01/2017		FUNDO DE INVESTIMENTO IMOBILIÁRIO HANNOVER - FII	Deliberação da Assembléia de Cotistas	JURIDICO.FUNDOS@BRLTRUST.COM.BR	FII HANNOVER	
PJ	67	27538477000181	23/06/2017 15:33:00	RUA RAMOS BATISTA 152	1º E 2º ANDARES	FDOS DE INVESTIMENTO IMOBILIÁRIO	28/03/2017	VILA OLIMPIA	4552000			SÃO PAULO	13282384.50	SP	11	30/04/2019	31985151		INTRADER DTVM LTDA		15489568000195		EM FUNCIONAMENTO NORMAL	11/12/2018		FUNDO DE INVESTIMENTO IMOBILIARIO HARMONIA		compliance@intrader.com.br		
PJ	67	868235000108	14/09/1995 09:34:00	AV. CHEDID JAFET, 222	BLOCO B - 3º ANDAR	FDOS DE INVESTIMENTO IMOBILIÁRIO		VILA OLÍMPIA	4551065			SÃO PAULO	102027563.79	SP	11	30/04/2019	35096600		RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA	35096699	72600026000181		EM FUNCIONAMENTO NORMAL	11/03/1998		FUNDO DE INVESTIMENTO IMOBILIÁRIO HERMES		correspondencia@riobravo.com.br	HERMES	
PJ	67	28851767000143	09/11/2017 18:47:00	AV. CHEDID JAFET, 222	BLOCO B - 3º ANDAR	FDOS DE INVESTIMENTO IMOBILIÁRIO	06/10/2017	VILA OLÍMPIA	4551065			SÃO PAULO	72350788.44	SP	11	30/04/2019	35096600		RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA	35096699	72600026000181		EM FUNCIONAMENTO NORMAL	27/12/2017		FUNDO DE INVESTIMENTO IMOBILIARIO HOSPITAL UNIMED SUL CAPIXABA		correspondencia@riobravo.com.br		
PJ	67	17035124000105	05/12/2014 13:44:00	RUA PASTEUR, 463	11º ANDAR	FDOS DE INVESTIMENTO IMOBILIÁRIO	18/09/2012	AGUA VERDE	80250104		0	CURITIBA	21064596.55	PR	041	30/04/2019	30740909		BANCO FINAXIS S.A.	30740909	11758741000152		EM FUNCIONAMENTO NORMAL	05/12/2014		FUNDO DE INVESTIMENTO IMOBILIÁRIO HUMAITÁ - FII		vitor.lustri@finaxis.com.br	FII HUIMAITÁ - FII	
PJ	67	27882134000130	23/10/2017 17:35:00	AV. BRIG. FARIA LIMA, 3900	10º ANDAR	FDOS DE INVESTIMENTO IMOBILIÁRIO	27/04/2017	ITAIM BIBI	4538132			SÃO PAULO		SP	11		21722600		PLANNER CORRETORA DE VALORES SA	30787264	806535000154		FASE PRÉ-OPERACIONAL	23/10/2017		FUNDO DE INVESTIMENTO IMOBILIÁRIO IC OUTLETS		corporativo@plannercorretora.com.br		
PJ	67	11381721000105	16/12/2009 16:28:00			FDOS DE INVESTIMENTO IMOBILIÁRIO							0.01			30/09/2014						22/09/2014	CANCELADA	22/09/2014		FUNDO DE INVESTIMENTO IMOBILIARIO INCA II	CANCELAMENTO A PEDIDO		FUNDO DE INVESTIMENTO IMOBILIARIO INCA II	
PJ	67	14217108000145	18/10/2010 14:47:00	AV BRIG. FARIA LIMA	10º ANDAR	FDOS DE INVESTIMENTO IMOBILIÁRIO		JARDIM PAULISTANO	1452921			SÃO PAULO	266338730.53	SP	11	30/04/2019	30354141		COINVALORES CCVM LTDA	38140140	336036000140		EM FUNCIONAMENTO NORMAL	18/10/2010		FUNDO DE INVESTIMENTO IMOBILIARIO INDUSTRIAL DO BRASIL		paulino@coinvalores.com.br	FII INDUSTRIAL DO BRASIL	
PJ	67	18369510000104	04/10/2013 13:50:00	AV. BRIG. FARIA LIMA, 3900	10º ANDAR	FDOS DE INVESTIMENTO IMOBILIÁRIO	17/06/2013	ITAIM BIBI	4538132			SÃO PAULO	116476431.99	SP	11	30/04/2019	21722600		PLANNER CORRETORA DE VALORES SA	30787264	806535000154		EM FUNCIONAMENTO NORMAL	04/10/2013		FUNDO DE INVESTIMENTO IMOBILIÁRIO INFRA REAL ESTATE - FII		corporativo@plannercorretora.com.br	FII INFRA REAL ESTATE - FII	
PJ	67	30178266000190	15/02/2019 10:06:00	RUA RAMOS BATISTA 152	1º E 2º ANDARES	FDOS DE INVESTIMENTO IMOBILIÁRIO	29/12/2017	VILA OLIMPIA	4552000			SÃO PAULO		SP	11		31985151		INTRADER DTVM LTDA		15489568000195		FASE PRÉ-OPERACIONAL	15/02/2019		FUNDO DE INVESTIMENTO IMOBILIÁRIO INHOTIM		compliance@intrader.com.br		
PJ	67	28830325000110	22/11/2017 15:24:00	PRAIA DE BOTAFOGO, 501	6 ANDAR	FDOS DE INVESTIMENTO IMOBILIÁRIO	06/10/2017	BOTAFOGO	22250040			RIO DE JANEIRO	182066586.45	RJ	21	30/04/2019	32629600		BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM	33832000	59281253000123		EM FUNCIONAMENTO NORMAL	06/03/2018		FUNDO DE INVESTIMENTO IMOBILIARIO IRIDIUM RECEBIVEIS IMOBILIARIOS		ol-reguladores@btgpactual.com		
PJ	67	27537776000100	26/05/2017 14:05:00	RUA RAMOS BATISTA 152	1º E 2º ANDARES	FDOS DE INVESTIMENTO IMOBILIÁRIO	28/03/2017	VILA OLIMPIA	4552000			SÃO PAULO		SP	11		31985151		INTRADER DTVM LTDA		15489568000195		FASE PRÉ-OPERACIONAL	26/05/2017		FUNDO DE INVESTIMENTO IMOBILIÁRIO ITAQUERA		compliance@intrader.com.br		
PJ	67	27537757000175	24/05/2017 15:24:00	RUA RAMOS BATISTA 152	1º E 2º ANDARES	FDOS DE INVESTIMENTO IMOBILIÁRIO	28/03/2017	VILA OLIMPIA	4552000			SÃO PAULO		SP	11		31985151		INTRADER DTVM LTDA		15489568000195		FASE PRÉ-OPERACIONAL	24/05/2017		FUNDO DE INVESTIMENTO IMOBILIÁRIO JABAQUARA		compliance@intrader.com.br		
PJ	67	27538489000106	23/05/2017 18:40:00	RUA RAMOS BATISTA 152	1º E 2º ANDARES	FDOS DE INVESTIMENTO IMOBILIÁRIO	28/03/2017	VILA OLIMPIA	4552000			SÃO PAULO		SP	11		31985151		INTRADER DTVM LTDA		15489568000195		FASE PRÉ-OPERACIONAL	23/05/2017		FUNDO DE INVESTIMENTO IMOBILIÁRIO JAÇANÃ		compliance@intrader.com.br		
PJ	67	14609653000187	16/11/2012 16:54:00	AV. BRIG. FARIA LIMA, 3900	10º ANDAR	FDOS DE INVESTIMENTO IMOBILIÁRIO	04/11/2011	ITAIM BIBI	4538132			SÃO PAULO	85348205.67	SP	11	30/04/2019	21722600		PLANNER CORRETORA DE VALORES SA	30787264	806535000154		EM FUNCIONAMENTO NORMAL	16/11/2012		FUNDO DE INVESTIMENTO IMOBILIÁRIO JHSF CATARINA CORPORATE - FII		corporativo@plannercorretora.com.br	JHSF CATARINA COORPORATE - FII	
PJ	67	17211882000137	28/12/2012 17:18:00	AV. BRIG. FARIA LIMA, 3900	10º ANDAR	FDOS DE INVESTIMENTO IMOBILIÁRIO	14/11/2012	ITAIM BIBI	4538132			SÃO PAULO	21258951.15	SP	11	30/04/2019	21722600		PLANNER CORRETORA DE VALORES SA	30787264	806535000154		EM FUNCIONAMENTO NORMAL	28/12/2012		FUNDO DE INVESTIMENTO IMOBILIARIO JHSF CATARINA CORPORATE BERLIM		corporativo@plannercorretora.com.br	FII JHSF CATARINA CORPORATE BERLIM	
PJ	67	23533796000143	19/11/2015 10:20:00	PRAIA DE BOTAFOGO, 228/907		FDOS DE INVESTIMENTO IMOBILIÁRIO	16/10/2015	BOTAFOGO	22250040		1330720	RIO DE JANEIRO	145350261.76	RJ	21	30/04/2019	39233000		BRASIL PLURAL S.A. BANCO MULTIPLO	39233001	45246410000155		EM FUNCIONAMENTO NORMAL	01/12/2015		FUNDO DE INVESTIMENTO IMOBILIARIO JK D - FII		ol-processos@brasilplural.com	FUNDO DE INVESTIMENTO IMOBILIARIO JK D - FII	
PJ	67	23532837000187	19/11/2015 13:00:00	PRAIA DE BOTAFOGO, 228/907		FDOS DE INVESTIMENTO IMOBILIÁRIO	16/10/2015	BOTAFOGO	22250040		1330726	RIO DE JANEIRO	207189308.29	RJ	21	30/04/2019	39233000		BRASIL PLURAL S.A. BANCO MULTIPLO	39233001	45246410000155		EM FUNCIONAMENTO NORMAL	01/12/2015		FUNDO DE INVESTIMENTO IMOBILIÁRIO JK E - FII		ol-processos@brasilplural.com	FII JK E - FII	
PJ	67	24111181000191	11/02/2016 14:54:00	SBS QD 01 BLOCO E ED. BRASÍLIA	7º ANDAR	FDOS DE INVESTIMENTO IMOBILIÁRIO	22/01/2016	ASA SUL	70072900			BRASÍLIA	67000000.00	DF	61	18/03/2016	34128924		BRB DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.		33850686000169	09/12/2016	CANCELADA	09/12/2016		FUNDO DE INVESTIMENTO IMOBILIARIO KENNEDY SQUARE	Ato do Administrador (fundos sem cotista)	ggecapdtvm@dtvm.brb.com.br		
PJ	67	24703709000111	04/05/2016 12:02:00	AV. BRIG. FARIA LIMA, 3900	10º ANDAR	FDOS DE INVESTIMENTO IMOBILIÁRIO	18/04/2016	ITAIM BIBI	4538132			SÃO PAULO	2630468.72	SP	11	30/04/2019	21722600		PLANNER CORRETORA DE VALORES SA	30787264	806535000154		EM FUNCIONAMENTO NORMAL	19/12/2018		FUNDO DE INVESTIMENTO IMOBILIÁRIO KEYCASH		corporativo@plannercorretora.com.br	FII MILOS	
